txn_id,card_fingerprint,device_id,ip_region,account_id,account_created_at,amount,timestamp,billing_region,status,decline_type,true_label
TXN00065,CARD_80627df7,DEV_fa5f6b8a,Hyderabad,ACCT_28e7eca0,2025-12-14 14:17:49,3467.61,2026-02-10 23:30:49.000000,Hyderabad,approved,,False
TXN00066,CARD_80627df7,DEV_fa5f6b8a,Hyderabad,ACCT_28e7eca0,2025-12-14 14:17:49,5421.24,2026-02-16 04:45:49.000000,Hyderabad,approved,,False
TXN00067,CARD_ffe0297c,DEV_fa5f6b8a,Hyderabad,ACCT_28e7eca0,2025-12-14 14:17:49,5287.86,2026-02-27 13:27:49.000000,Hyderabad,approved,,False
TXN00068,CARD_ffe0297c,DEV_fa5f6b8a,Hyderabad,ACCT_28e7eca0,2025-12-14 14:17:49,4973.12,2026-02-18 11:57:49.000000,Hyderabad,approved,,False
TXN00069,CARD_566f8936,DEV_e898736a,Indore,ACCT_79bfbdab,2025-10-13 10:01:19,244.18,2025-11-18 16:10:19.000000,Indore,approved,,False
TXN00070,CARD_97b59048,DEV_e898736a,Indore,ACCT_79bfbdab,2025-10-13 10:01:19,6159.49,2025-11-27 05:55:19.000000,Indore,approved,,False
TXN00071,CARD_97b59048,DEV_e898736a,Indore,ACCT_79bfbdab,2025-10-13 10:01:19,1595.76,2025-11-25 06:37:19.000000,Indore,approved,,False
TXN00074,CARD_2cf21449,DEV_ffea518f,Nagpur,ACCT_1194f309,2025-10-11 07:03:37,1110.05,2025-11-07 10:32:37.000000,Nagpur,approved,,False
TXN00075,CARD_2cf21449,DEV_ffea518f,Nagpur,ACCT_1194f309,2025-10-11 07:03:37,4783.85,2025-11-21 23:38:37.000000,Nagpur,approved,,False
TXN00076,CARD_273d7cee,DEV_ffea518f,Nagpur,ACCT_1194f309,2025-10-11 07:03:37,4062.99,2025-11-20 07:00:37.000000,Nagpur,approved,,False
TXN00077,CARD_e9c8fe21,DEV_ef91799e,Agra,ACCT_2575250d,2025-09-24 15:08:04,2015.56,2025-11-01 23:56:04.000000,Agra,approved,,False
TXN00078,CARD_421599e3,DEV_ef91799e,Agra,ACCT_2575250d,2025-09-24 15:08:04,5032.65,2025-10-27 07:39:04.000000,Agra,approved,,False
TXN00079,CARD_421599e3,DEV_ef91799e,Agra,ACCT_2575250d,2025-09-24 15:08:04,2321.54,2025-11-01 17:53:04.000000,Agra,declined,insufficient_funds,False
TXN00080,CARD_786d3748,DEV_ef91799e,Agra,ACCT_2575250d,2025-09-24 15:08:04,4344.21,2025-10-29 02:05:04.000000,Agra,approved,,False
TXN00082,CARD_8a3c0ed1,DEV_15fe85df,Delhi,ACCT_da802708,2025-10-02 10:07:55,3754.1,2025-11-07 20:41:55.000000,Delhi,approved,,False
TXN00083,CARD_fbdaa35a,DEV_15fe85df,Delhi,ACCT_da802708,2025-10-02 10:07:55,7243.47,2025-10-31 23:31:55.000000,Delhi,approved,,False
TXN00085,CARD_f98dff7e,DEV_9ef30759,Ghaziabad,ACCT_6bfe1684,2026-03-29 21:52:58,6040.13,2026-05-07 09:11:58.000000,Ghaziabad,approved,,False
TXN00086,CARD_0d273e34,DEV_9ef30759,Ghaziabad,ACCT_6bfe1684,2026-03-29 21:52:58,4391.75,2026-05-24 21:39:58.000000,Ghaziabad,approved,,False
TXN00087,CARD_0d273e34,DEV_9ef30759,Ghaziabad,ACCT_6bfe1684,2026-03-29 21:52:58,3514.9,2026-05-22 05:09:58.000000,Ghaziabad,approved,,False
TXN00091,CARD_acea67c7,DEV_8099f4ef,Indore,ACCT_4c6428da,2026-01-09 00:28:45,1128.81,2026-03-12 20:55:45.000000,Indore,approved,,False
TXN00093,CARD_901a19bb,DEV_4d42f8ac,Ghaziabad,ACCT_14a3e3e0,2026-05-07 08:36:27,6028.48,2026-07-13 20:53:27.000000,Ghaziabad,approved,,False
TXN00094,CARD_972d33e5,DEV_4d42f8ac,Ghaziabad,ACCT_14a3e3e0,2026-05-07 08:36:27,204.1,2026-06-27 11:06:27.000000,Ghaziabad,approved,,False
TXN00095,CARD_972d33e5,DEV_4d42f8ac,Ghaziabad,ACCT_14a3e3e0,2026-05-07 08:36:27,5218.65,2026-06-20 19:50:27.000000,Ghaziabad,approved,,False
TXN00096,CARD_2acaf127,DEV_4d42f8ac,Ghaziabad,ACCT_14a3e3e0,2026-05-07 08:36:27,1634.92,2026-06-20 08:51:27.000000,Ghaziabad,approved,,False
TXN00097,CARD_d8e96cf3,DEV_c7f47e8e,Agra,ACCT_d47d5552,2025-12-05 03:30:30,959.4,2026-01-31 19:12:30.000000,Agra,approved,,False
TXN00098,CARD_d8e96cf3,DEV_c7f47e8e,Agra,ACCT_d47d5552,2025-12-05 03:30:30,6146.84,2026-02-11 01:46:30.000000,Agra,approved,,False
TXN00099,CARD_7cb990c8,DEV_c7f47e8e,Agra,ACCT_d47d5552,2025-12-05 03:30:30,5760.94,2026-02-15 23:17:30.000000,Agra,approved,,False
TXN00101,CARD_429ad564,DEV_84319e1b,Ludhiana,ACCT_01f97b76,2026-06-08 09:46:44,654.17,2026-08-10 07:58:44.000000,Ludhiana,approved,,False
TXN00102,CARD_429ad564,DEV_84319e1b,Ludhiana,ACCT_01f97b76,2026-06-08 09:46:44,2447.58,2026-08-01 08:35:44.000000,Ludhiana,approved,,False
TXN00105,CARD_d34119f3,DEV_083eb8cb,Bangalore,ACCT_e247cb2c,2025-10-09 01:32:59,3496.51,2025-11-18 16:38:59.000000,Bangalore,approved,,False
TXN00109,CARD_e7b3bb1c,DEV_d3fd81b6,Pune,ACCT_374cebd4,2026-02-16 04:19:15,6016.29,2026-03-30 18:34:15.000000,Pune,approved,,False
TXN00110,CARD_a7462667,DEV_d3fd81b6,Pune,ACCT_374cebd4,2026-02-16 04:19:15,2724.35,2026-04-11 01:43:15.000000,Pune,approved,,False
TXN00112,CARD_e7b3bb1c,DEV_d3fd81b6,Pune,ACCT_374cebd4,2026-02-16 04:19:15,2273.28,2026-04-16 12:40:15.000000,Pune,declined,insufficient_funds,False
TXN00113,CARD_814d32fe,DEV_3040b7a0,Bangalore,ACCT_a4084485,2025-11-03 15:47:00,1968.78,2026-01-07 21:52:00.000000,Bangalore,approved,,False
TXN00114,CARD_814d32fe,DEV_3040b7a0,Bangalore,ACCT_a4084485,2025-11-03 15:47:00,1960.58,2026-01-07 09:35:00.000000,Bangalore,approved,,False
TXN00115,CARD_b3e719e0,DEV_3040b7a0,Bangalore,ACCT_a4084485,2025-11-03 15:47:00,3612.99,2026-01-12 14:18:00.000000,Bangalore,declined,timeout,False
TXN00116,CARD_b3e719e0,DEV_3040b7a0,Bangalore,ACCT_a4084485,2025-11-03 15:47:00,3264.99,2025-12-25 01:01:00.000000,Bangalore,approved,,False
TXN00117,CARD_da8b4f22,DEV_2a4248ac,Hyderabad,ACCT_1fcd3fe2,2026-04-16 23:47:12,2782.87,2026-06-04 17:20:12.000000,Hyderabad,approved,,False
TXN00118,CARD_7daecd3a,DEV_2a4248ac,Hyderabad,ACCT_1fcd3fe2,2026-04-16 23:47:12,5637.7,2026-06-06 10:09:12.000000,Hyderabad,approved,,False
TXN00119,CARD_9ed336de,DEV_2a4248ac,Hyderabad,ACCT_1fcd3fe2,2026-04-16 23:47:12,1009.21,2026-05-29 08:01:12.000000,Hyderabad,approved,,False
TXN00120,CARD_da8b4f22,DEV_2a4248ac,Hyderabad,ACCT_1fcd3fe2,2026-04-16 23:47:12,4310.12,2026-05-30 03:34:12.000000,Hyderabad,approved,,False
TXN00121,CARD_64f73bb3,DEV_3dbd199b,Jaipur,ACCT_22d3b41a,2025-10-07 05:19:06,5810.45,2025-11-24 20:36:06.000000,Jaipur,approved,,False
TXN00123,CARD_64f73bb3,DEV_3dbd199b,Jaipur,ACCT_22d3b41a,2025-10-07 05:19:06,2453.03,2025-11-08 16:30:06.000000,Jaipur,approved,,False
TXN00124,CARD_87d08058,DEV_3dbd199b,Jaipur,ACCT_22d3b41a,2025-10-07 05:19:06,411.85,2025-11-18 09:36:06.000000,Jaipur,approved,,False
TXN00125,CARD_863bd39f,DEV_5b9a2145,Nagpur,ACCT_4026cdea,2026-06-16 23:32:35,6954.27,2026-08-27 04:12:35.000000,Nagpur,approved,,False
TXN00126,CARD_863bd39f,DEV_5b9a2145,Nagpur,ACCT_4026cdea,2026-06-16 23:32:35,2310.5,2026-08-08 00:08:35.000000,Nagpur,approved,,False
TXN00127,CARD_128edfed,DEV_5b9a2145,Nagpur,ACCT_4026cdea,2026-06-16 23:32:35,7725.71,2026-08-19 09:43:35.000000,Nagpur,approved,,False
TXN00128,CARD_128edfed,DEV_5b9a2145,Nagpur,ACCT_4026cdea,2026-06-16 23:32:35,6585.82,2026-09-01 14:39:35.000000,Nagpur,approved,,False
TXN00129,CARD_d93c0a5e,DEV_6489a30f,Nagpur,ACCT_917c1069,2026-06-14 02:22:02,4524.57,2026-08-02 07:13:02.000000,Nagpur,approved,,False
TXN00133,CARD_65425fee,DEV_c9a7a523,Kolkata,ACCT_b2d37dc2,2026-03-22 01:17:11,7583.34,2026-05-14 00:23:11.000000,Kolkata,approved,,False
TXN00136,CARD_aa4e2fe9,DEV_c9a7a523,Kolkata,ACCT_b2d37dc2,2026-03-22 01:17:11,4770.8,2026-05-07 16:01:11.000000,Kolkata,approved,,False
TXN00137,CARD_6af41e3a,DEV_1b922ce1,Bangalore,ACCT_81b29ee1,2026-02-18 15:30:46,5638.75,2026-03-16 13:48:46.000000,Bangalore,approved,,False
TXN00138,CARD_2517ee5b,DEV_1b922ce1,Bangalore,ACCT_81b29ee1,2026-02-18 15:30:46,7395.09,2026-03-09 12:44:46.000000,Bangalore,approved,,False
TXN00139,CARD_2517ee5b,DEV_1b922ce1,Bangalore,ACCT_81b29ee1,2026-02-18 15:30:46,1837.24,2026-03-19 19:04:46.000000,Bangalore,approved,,False
TXN00140,CARD_6af41e3a,DEV_1b922ce1,Bangalore,ACCT_81b29ee1,2026-02-18 15:30:46,1180.78,2026-04-05 00:22:46.000000,Bangalore,approved,,False
TXN00141,CARD_a42db0b9,DEV_a3c984a2,Ghaziabad,ACCT_b9cda1a2,2026-04-11 07:13:01,4575.2,2026-05-25 07:05:01.000000,Ghaziabad,approved,,False
TXN00142,CARD_a42db0b9,DEV_a3c984a2,Ghaziabad,ACCT_b9cda1a2,2026-04-11 07:13:01,5524.99,2026-05-19 10:42:01.000000,Ghaziabad,approved,,False
TXN00143,CARD_4b9c429c,DEV_a3c984a2,Ghaziabad,ACCT_b9cda1a2,2026-04-11 07:13:01,3975.67,2026-05-13 23:47:01.000000,Ghaziabad,approved,,False
TXN00144,CARD_4b9c429c,DEV_a3c984a2,Ghaziabad,ACCT_b9cda1a2,2026-04-11 07:13:01,3484.63,2026-05-24 09:09:01.000000,Ghaziabad,approved,,False
TXN00145,CARD_9e779f6b,DEV_2931a4c4,Chennai,ACCT_56af6744,2025-10-29 23:56:41,6695.87,2025-12-23 07:39:41.000000,Chennai,approved,,False
TXN00147,CARD_55e1db7e,DEV_2931a4c4,Chennai,ACCT_56af6744,2025-10-29 23:56:41,6062.34,2026-01-08 01:44:41.000000,Chennai,approved,,False
TXN00148,CARD_ee9cd564,DEV_2931a4c4,Chennai,ACCT_56af6744,2025-10-29 23:56:41,7332.78,2026-01-06 20:24:41.000000,Chennai,approved,,False
TXN00149,CARD_19f4fe02,DEV_58e4d27e,Indore,ACCT_81fb3392,2026-01-10 18:03:36,3296.37,2026-03-05 09:25:36.000000,Indore,approved,,False
TXN00151,CARD_b70a3a44,DEV_58e4d27e,Indore,ACCT_81fb3392,2026-01-10 18:03:36,5317.54,2026-03-25 09:21:36.000000,Indore,approved,,False
TXN00153,CARD_0749d0b7,DEV_9317de23,Ghaziabad,ACCT_0864d397,2026-03-10 02:26:13,4141.04,2026-04-12 15:21:13.000000,Ghaziabad,approved,,False
TXN00154,CARD_0749d0b7,DEV_9317de23,Ghaziabad,ACCT_0864d397,2026-03-10 02:26:13,3335.32,2026-04-30 19:55:13.000000,Ghaziabad,approved,,False
TXN00155,CARD_d52b20cf,DEV_9317de23,Ghaziabad,ACCT_0864d397,2026-03-10 02:26:13,6063.72,2026-04-25 14:05:13.000000,Ghaziabad,approved,,False
TXN00156,CARD_d52b20cf,DEV_9317de23,Ghaziabad,ACCT_0864d397,2026-03-10 02:26:13,2173.1,2026-05-03 03:39:13.000000,Ghaziabad,approved,,False
TXN00157,CARD_ef542e19,DEV_73a41ba5,Kanpur,ACCT_1cb80b2b,2026-06-26 13:49:35,1015.34,2026-08-26 12:20:35.000000,Kanpur,approved,,False
TXN00159,CARD_6161a9cf,DEV_73a41ba5,Kanpur,ACCT_1cb80b2b,2026-06-26 13:49:35,7307.79,2026-07-30 21:42:35.000000,Kanpur,approved,,False
TXN00160,CARD_ef542e19,DEV_73a41ba5,Kanpur,ACCT_1cb80b2b,2026-06-26 13:49:35,1274.07,2026-08-01 10:42:35.000000,Kanpur,approved,,False
TXN00162,CARD_fb82d2d5,DEV_3bdceca5,Pune,ACCT_8169b1a8,2026-03-08 16:38:25,4815.05,2026-05-05 23:36:25.000000,Pune,approved,,False
TXN00163,CARD_9a32a99e,DEV_3bdceca5,Pune,ACCT_8169b1a8,2026-03-08 16:38:25,6192.77,2026-05-20 18:55:25.000000,Pune,approved,,False
TXN00165,CARD_14ebbe24,DEV_812cb504,Kanpur,ACCT_d5ebe1bd,2026-04-20 22:40:51,6928.82,2026-06-13 20:11:51.000000,Kanpur,approved,,False
TXN00166,CARD_bca87305,DEV_812cb504,Kanpur,ACCT_d5ebe1bd,2026-04-20 22:40:51,2692.9,2026-06-12 14:02:51.000000,Kanpur,approved,,False
TXN00168,CARD_73647f0b,DEV_f6342e5e,Jaipur,ACCT_fc388e69,2025-10-01 01:57:36,6855.3,2025-11-26 14:11:36.000000,Jaipur,approved,,False
TXN00169,CARD_73647f0b,DEV_f6342e5e,Jaipur,ACCT_fc388e69,2025-10-01 01:57:36,3810.16,2025-11-09 12:44:36.000000,Jaipur,approved,,False
TXN00171,CARD_955a7b92,DEV_dd24a2ee,Kolkata,ACCT_be4229cf,2026-05-19 02:45:58,6768.06,2026-07-06 06:40:58.000000,Kolkata,approved,,False
TXN00173,CARD_b3a7e38e,DEV_d0f99f7c,Kolkata,ACCT_5a102186,2025-12-21 11:58:32,5004.91,2026-03-01 20:19:32.000000,Kolkata,approved,,False
TXN00174,CARD_e215edfe,DEV_d0f99f7c,Kolkata,ACCT_5a102186,2025-12-21 11:58:32,2662.1,2026-03-06 14:52:32.000000,Kolkata,declined,insufficient_funds,False
TXN00176,CARD_f02ce76b,DEV_5aa65fef,Indore,ACCT_74319cd7,2025-12-25 19:29:48,5067.73,2026-03-13 21:44:48.000000,Indore,approved,,False
TXN00177,CARD_d48bcb1c,DEV_5aa65fef,Indore,ACCT_74319cd7,2025-12-25 19:29:48,3500.07,2026-03-02 18:34:48.000000,Indore,approved,,False
TXN00178,CARD_f02ce76b,DEV_5aa65fef,Indore,ACCT_74319cd7,2025-12-25 19:29:48,6987.0,2026-03-19 16:14:48.000000,Indore,approved,,False
TXN00179,CARD_c1114afe,DEV_343cbab4,Ahmedabad,ACCT_16b92ce8,2025-11-13 07:02:42,2628.78,2026-01-04 07:04:42.000000,Ahmedabad,approved,,False
TXN00180,CARD_c1114afe,DEV_343cbab4,Ahmedabad,ACCT_16b92ce8,2025-11-13 07:02:42,3473.96,2025-12-16 18:25:42.000000,Ahmedabad,approved,,False
TXN00181,CARD_44aa5c9a,DEV_343cbab4,Ahmedabad,ACCT_16b92ce8,2025-11-13 07:02:42,5470.31,2025-12-23 20:38:42.000000,Ahmedabad,approved,,False
TXN00182,CARD_6afca5ea,DEV_c471360e,Ahmedabad,ACCT_90f871f5,2025-12-27 19:31:01,3091.23,2026-01-23 15:26:01.000000,Ahmedabad,approved,,False
TXN00183,CARD_d4d6df14,DEV_c471360e,Ahmedabad,ACCT_90f871f5,2025-12-27 19:31:01,1895.9,2026-02-05 13:40:01.000000,Ahmedabad,approved,,False
TXN00184,CARD_d4d6df14,DEV_c471360e,Ahmedabad,ACCT_90f871f5,2025-12-27 19:31:01,124.71,2026-02-04 04:13:01.000000,Ahmedabad,approved,,False
TXN00185,CARD_3ccb4919,DEV_996fafb8,Ghaziabad,ACCT_b8f67897,2025-12-17 18:04:57,7901.83,2026-01-21 08:26:57.000000,Ghaziabad,approved,,False
TXN00186,CARD_3ccb4919,DEV_996fafb8,Ghaziabad,ACCT_b8f67897,2025-12-17 18:04:57,2038.28,2026-02-08 07:48:57.000000,Ghaziabad,approved,,False
TXN00187,CARD_2be8f668,DEV_996fafb8,Ghaziabad,ACCT_b8f67897,2025-12-17 18:04:57,3891.5,2026-01-25 06:58:57.000000,Ghaziabad,approved,,False
TXN00191,CARD_354fa708,DEV_965cda2c,Ludhiana,ACCT_3a5e850a,2026-05-14 21:36:28,4986.08,2026-06-23 17:48:28.000000,Ludhiana,approved,,False
TXN00193,CARD_b713e95c,DEV_965cda2c,Ludhiana,ACCT_3a5e850a,2026-05-14 21:36:28,5038.29,2026-07-06 01:33:28.000000,Ludhiana,approved,,False
TXN00194,CARD_eb231645,DEV_4ebdf672,Nagpur,ACCT_939b774f,2026-03-20 01:46:05,5872.26,2026-04-23 20:09:05.000000,Nagpur,declined,timeout,False
TXN00195,CARD_eb231645,DEV_4ebdf672,Nagpur,ACCT_939b774f,2026-03-20 01:46:05,5992.47,2026-05-21 11:06:05.000000,Nagpur,approved,,False
TXN00196,CARD_ae36f2e1,DEV_4ebdf672,Nagpur,ACCT_939b774f,2026-03-20 01:46:05,4338.29,2026-04-28 06:36:05.000000,Nagpur,approved,,False
TXN00197,CARD_4dbcecc2,DEV_c80621db,Ahmedabad,ACCT_e4de1e90,2026-05-26 23:45:04,7316.69,2026-08-08 05:01:04.000000,Ahmedabad,approved,,False
TXN00198,CARD_212f19d5,DEV_c80621db,Ahmedabad,ACCT_e4de1e90,2026-05-26 23:45:04,6969.66,2026-08-07 09:32:04.000000,Ahmedabad,approved,,False
TXN00200,CARD_ce761497,DEV_b48631d0,Bangalore,ACCT_09edc77e,2025-11-29 10:51:48,767.91,2026-02-22 04:14:48.000000,Bangalore,approved,,False
TXN00201,CARD_ce761497,DEV_b48631d0,Bangalore,ACCT_09edc77e,2025-11-29 10:51:48,1032.53,2026-01-25 19:25:48.000000,Bangalore,approved,,False
TXN00202,CARD_6231e171,DEV_b48631d0,Bangalore,ACCT_09edc77e,2025-11-29 10:51:48,2134.18,2026-02-16 10:34:48.000000,Bangalore,approved,,False
TXN00203,CARD_7794e1dd,DEV_815df1bc,Hyderabad,ACCT_aa7947d9,2026-03-19 16:02:28,3798.24,2026-05-16 13:16:28.000000,Hyderabad,approved,,False
TXN00205,CARD_add49c5f,DEV_815df1bc,Hyderabad,ACCT_aa7947d9,2026-03-19 16:02:28,5211.45,2026-06-11 14:21:28.000000,Hyderabad,approved,,False
TXN00206,CARD_6f6a9066,DEV_b2618c12,Chennai,ACCT_4c786a2e,2025-11-09 01:30:00,822.68,2025-12-10 16:37:00.000000,Chennai,approved,,False
TXN00207,CARD_6f6a9066,DEV_b2618c12,Chennai,ACCT_4c786a2e,2025-11-09 01:30:00,2999.54,2025-12-05 13:59:00.000000,Chennai,approved,,False
TXN00209,CARD_7c7fa8ff,DEV_7408d946,Agra,ACCT_3fa6bad1,2026-01-03 02:15:30,3294.52,2026-03-10 17:54:30.000000,Agra,approved,,False
TXN00210,CARD_7c7fa8ff,DEV_7408d946,Agra,ACCT_3fa6bad1,2026-01-03 02:15:30,1777.29,2026-02-14 00:38:30.000000,Agra,approved,,False
TXN00211,CARD_e5b54f51,DEV_7408d946,Agra,ACCT_3fa6bad1,2026-01-03 02:15:30,7848.38,2026-02-19 13:21:30.000000,Agra,approved,,False
TXN00212,CARD_0d00890d,DEV_406eb1ff,Indore,ACCT_1210d472,2025-09-03 02:19:18,1558.98,2025-10-22 14:36:18.000000,Indore,approved,,False
